kaporta,lastik,motor,koltuk,ruzgarlik,groundType,mass,speed,projectedSpeed,duration
1,1,0,0,1,Micir,885,0.5840001,139.4203,7.841856
1,1,0,0,1,Asfalt,885,0.73,151.058,7.235792
1,1,0,0,1,Buz,885,0.876,162.6956,6.629727
1,1,0,0,2,Toprak,910,0.318,118.2174,8.946056
1,1,0,0,2,Micir,910,0.424,126.6667,8.506037
1,1,0,0,2,Asfalt,910,0.53,135.1159,8.066017
1,1,0,0,2,Buz,910,0.636,143.5652,7.625998
1,1,0,1,0,Toprak,910,0.408,125.3913,8.572454
1,1,0,1,0,Micir,910,0.544,136.2319,8.007901
1,1,0,1,0,Asfalt,910,0.68,147.0725,7.443348
1,1,0,1,0,Buz,910,0.816,157.913,6.878795
1,1,0,1,1,Toprak,935,0.348,120.6087,8.821522
1,1,0,1,1,Micir,935,0.464,129.8551,8.339992
1,1,0,1,1,Asfalt,935,0.58,139.1014,7.858461
1,1,0,1,1,Buz,935,0.6960001,148.3478,7.37693
1,1,0,1,2,Toprak,960,0.228,111.0435,9.319657
1,1,0,1,2,Micir,960,0.304,117.1014,9.004171
1,1,0,1,2,Asfalt,960,0.38,123.1594,8.688686
1,1,0,1,2,Buz,960,0.4560001,129.2174,8.3732
1,1,0,2,0,Toprak,960,0.318,118.2174,8.946056
1,1,0,2,0,Micir,960,0.424,126.6667,8.506037
1,1,0,2,0,Asfalt,960,0.53,135.1159,8.066017
1,1,0,2,0,Buz,960,0.636,143.5652,7.625998
1,1,0,2,1,Toprak,985,0.258,113.4348,9.195124
1,1,0,2,1,Micir,985,0.344,120.2899,8.838127
1,1,0,2,1,Asfalt,985,0.43,127.1449,8.48113
1,1,0,2,1,Buz,985,0.516,134,8.124133
1,1,0,2,2,Toprak,1010,0.138,103.8696,9.693259
1,1,0,2,2,Micir,1010,0.184,107.5362,9.502307
1,1,0,2,2,Asfalt,1010,0.23,111.2029,9.311356
1,1,0,2,2,Buz,1010,0.276,114.8696,9.120403
1,1,1,0,0,Toprak,1060,0.402,124.913,8.597362
1,1,1,0,0,Micir,1060,0.536,135.5942,8.041111
1,1,1,0,0,Asfalt,1060,0.67,146.2754,7.484859
1,1,1,0,0,Buz,1060,0.8040001,156.9565,6.928608
1,1,1,0,1,Toprak,1085,0.342,120.1304,8.846429
1,1,1,0,1,Micir,1085,0.4560001,129.2174,8.3732
1,1,1,0,1,Asfalt,1085,0.5700001,138.3044,7.899972
1,1,1,0,1,Buz,1085,0.6840001,147.3913,7.426744
1,1,1,0,2,Toprak,1110,0.222,110.5652,9.344564
1,1,1,0,2,Micir,1110,0.296,116.4638,9.037381
1,1,1,0,2,Asfalt,1110,0.37,122.3623,8.730198
1,1,1,0,2,Buz,1110,0.4440001,128.2609,8.423014
1,1,1,1,0,Toprak,1110,0.312,117.7391,8.970963
1,1,1,1,0,Micir,1110,0.416,126.029,8.539246
1,1,1,1,0,Asfalt,1110,0.52,134.3188,8.107529
1,1,1,1,0,Buz,1110,0.6240001,142.6087,7.675811
1,1,1,1,1,Toprak,1135,0.252,112.9565,9.220031
1,1,1,1,1,Micir,1135,0.336,119.6522,8.871336
1,1,1,1,1,Asfalt,1135,0.42,126.3478,8.522641
1,1,1,1,1,Buz,1135,0.5040001,133.0435,8.173946
1,1,1,1,2,Toprak,1160,0.132,103.3913,9.718165
1,1,1,1,2,Micir,1160,0.176,106.8986,9.535516
1,1,1,1,2,Asfalt,1160,0.22,110.4058,9.352866
1,1,1,1,2,Buz,1160,0.2640001,113.913,9.170217
1,1,1,2,0,Toprak,1160,0.222,110.5652,9.344564
1,1,1,2,0,Micir,1160,0.296,116.4638,9.037381
1,1,1,2,0,Asfalt,1160,0.37,122.3623,8.730198
1,1,1,2,0,Buz,1160,0.444,128.2609,8.423014
1,1,1,2,1,Toprak,1185,0.162,105.7826,9.593632
1,1,1,2,1,Micir,1185,0.216,110.087,9.369472
1,1,1,2,1,Asfalt,1185,0.27,114.3913,9.14531
1,1,1,2,1,Buz,1185,0.324,118.6956,8.921149
1,1,1,2,2,Toprak,1210,0.04200001,96.21739,10.09177
1,1,1,2,2,Micir,1210,0.05600001,97.33334,10.03365
1,1,1,2,2,Asfalt,1210,0.07000002,98.44927,9.975535
1,1,1,2,2,Buz,1210,0.08400002,99.56522,9.917419
1,1,2,0,0,Toprak,960,0.45,128.7391,8.398108
1,1,2,0,0,Micir,960,0.6,140.6956,7.775438
1,1,2,0,0,Asfalt,960,0.75,152.6522,7.15277
1,1,2,0,0,Buz,960,0.9,164.6087,6.5301
1,1,2,0,1,Toprak,985,0.39,123.9565,8.647175
1,1,2,0,1,Micir,985,0.52,134.3188,8.107529
1,1,2,0,1,Asfalt,985,0.65,144.6812,7.567882
1,1,2,0,1,Buz,985,0.7800001,155.0435,7.028235
1,1,2,0,2,Toprak,1010,0.27,114.3913,9.14531
1,1,2,0,2,Micir,1010,0.36,121.5652,8.771708
1,1,2,0,2,Asfalt,1010,0.45,128.7391,8.398108
1,1,2,0,2,Buz,1010,0.54,135.913,8.024506
1,1,2,1,0,Toprak,1010,0.36,121.5652,8.771708
1,1,2,1,0,Micir,1010,0.48,131.1304,8.273574
1,1,2,1,0,Asfalt,1010,0.6,140.6956,7.775438
1,1,2,1,0,Buz,1010,0.72,150.2609,7.277303
1,1,2,1,1,Toprak,1035,0.3,116.7826,9.020777
1,1,2,1,1,Micir,1035,0.4,124.7536,8.605663
1,1,2,1,1,Asfalt,1035,0.5,132.7246,8.190551
1,1,2,1,1,Buz,1035,0.6,140.6956,7.775438
1,1,2,1,2,Toprak,1060,0.18,107.2174,9.518911
1,1,2,1,2,Micir,1060,0.24,112,9.269844
1,1,2,1,2,Asfalt,1060,0.3,116.7826,9.020777
1,1,2,1,2,Buz,1060,0.36,121.5652,8.771708
1,1,2,2,0,Toprak,1060,0.27,114.3913,9.14531
1,1,2,2,0,Micir,1060,0.36,121.5652,8.771708
1,1,2,2,0,Asfalt,1060,0.45,128.7391,8.398108
1,1,2,2,0,Buz,1060,0.54,135.913,8.024506
1,1,2,2,1,Toprak,1085,0.21,109.6087,9.394378
1,1,2,2,1,Micir,1085,0.28,115.1884,9.103799
1,1,2,2,1,Asfalt,1085,0.35,120.7681,8.81322
1,1,2,2,1,Buz,1085,0.42,126.3478,8.522641
1,1,2,2,2,Toprak,1110,0.09,100.0435,9.892513
1,1,2,2,2,Micir,1110,0.12,102.4348,9.76798
1,1,2,2,2,Asfalt,1110,0.15,104.8261,9.643445
1,1,2,2,2,Buz,1110,0.18,107.2174,9.518911
1,2,0,0,0,Toprak,860,0.5280001,134.9565,8.074319
1,2,0,0,0,Micir,860,0.7040001,148.9855,7.343721
1,2,0,0,0,Asfalt,860,0.8800001,163.0145,6.613123
1,2,0,0,0,Buz,860,1.056,177.0435,5.882524
1,2,0,0,1,Toprak,885,0.4680001,130.1739,8.323387
1,2,0,0,1,Micir,885,0.6240001,142.6087,7.675811
1,2,0,0,1,Asfalt,885,0.7800001,155.0435,7.028235
1,2,0,0,1,Buz,885,0.9360002,167.4783,6.380659
1,2,0,0,2,Toprak,910,0.348,120.6087,8.821522
1,2,0,0,2,Micir,910,0.464,129.8551,8.339992
1,2,0,0,2,Asfalt,910,0.58,139.1014,7.858461
1,2,0,0,2,Buz,910,0.6960001,148.3478,7.37693
1,2,0,1,0,Toprak,910,0.438,127.7826,8.447921
1,2,0,1,0,Micir,910,0.5840001,139.4203,7.841856
1,2,0,1,0,Asfalt,910,0.73,151.058,7.235792
1,2,0,1,0,Buz,910,0.876,162.6956,6.629727
1,2,0,1,1,Toprak,935,0.3780001,123,8.696988
1,2,0,1,1,Micir,935,0.5040001,133.0435,8.173946
1,2,0,1,1,Asfalt,935,0.6300001,143.087,7.650904
1,2,0,1,1,Buz,935,0.7560001,153.1304,7.127862
1,2,0,1,2,Toprak,960,0.258,113.4348,9.195124
1,2,0,1,2,Micir,960,0.344,120.2899,8.838126
1,2,0,1,2,Asfalt,960,0.43,127.1449,8.48113
1,2,0,1,2,Buz,960,0.5160001,134,8.124133
1,2,0,2,0,Toprak,960,0.348,120.6087,8.821522
1,2,0,2,0,Micir,960,0.464,129.8551,8.339992
1,2,0,2,0,Asfalt,960,0.58,139.1014,7.858461
1,2,0,2,0,Buz,960,0.6960001,148.3478,7.37693
1,2,0,2,1,Toprak,985,0.288,115.8261,9.07059
1,2,0,2,1,Micir,985,0.384,123.4783,8.672082
1,2,0,2,1,Asfalt,985,0.48,131.1304,8.273574
1,2,0,2,1,Buz,985,0.576,138.7826,7.875065
1,2,0,2,2,Toprak,1010,0.168,106.2609,9.568725
1,2,0,2,2,Micir,1010,0.224,110.7246,9.336262
1,2,0,2,2,Asfalt,1010,0.28,115.1884,9.103799
1,2,0,2,2,Buz,1010,0.3360001,119.6522,8.871336
1,2,1,0,0,Toprak,1060,0.432,127.3043,8.472828
1,2,1,0,0,Micir,1060,0.576,138.7826,7.875065
1,2,1,0,0,Asfalt,1060,0.72,150.2609,7.277303
1,2,1,0,0,Buz,1060,0.8640001,161.7391,6.679541
1,2,1,0,1,Toprak,1085,0.372,122.5217,8.721895
1,2,1,0,1,Micir,1085,0.4960001,132.4058,8.207155
1,2,1,0,1,Asfalt,1085,0.6200001,142.2899,7.692416
1,2,1,0,1,Buz,1085,0.7440001,152.1739,7.177676
1,2,1,0,2,Toprak,1110,0.252,112.9565,9.220031
1,2,1,0,2,Micir,1110,0.3360001,119.6522,8.871336
1,2,1,0,2,Asfalt,1110,0.42,126.3478,8.522641
1,2,1,0,2,Buz,1110,0.5040001,133.0435,8.173946
1,2,1,1,0,Toprak,1110,0.342,120.1304,8.846429
1,2,1,1,0,Micir,1110,0.4560001,129.2174,8.3732
1,2,1,1,0,Asfalt,1110,0.5700001,138.3044,7.899972
1,2,1,1,0,Buz,1110,0.6840001,147.3913,7.426744
1,2,1,1,1,Toprak,1135,0.282,115.3478,9.095496
1,2,1,1,1,Micir,1135,0.376,122.8406,8.705291
1,2,1,1,1,Asfalt,1135,0.47,130.3333,8.315084
1,2,1,1,1,Buz,1135,0.5640001,137.8261,7.924879
1,2,1,1,2,Toprak,1160,0.162,105.7826,9.593632
1,2,1,1,2,Micir,1160,0.216,110.087,9.369471
1,2,1,1,2,Asfalt,1160,0.27,114.3913,9.14531
1,2,1,1,2,Buz,1160,0.3240001,118.6957,8.921149
1,2,1,2,0,Toprak,1160,0.252,112.9565,9.220031
1,2,1,2,0,Micir,1160,0.336,119.6522,8.871336
1,2,1,2,0,Asfalt,1160,0.42,126.3478,8.522641
1,2,1,2,0,Buz,1160,0.5040001,133.0435,8.173946
1,2,1,2,1,Toprak,1185,0.192,108.1739,9.469098
1,2,1,2,1,Micir,1185,0.256,113.2754,9.203426
1,2,1,2,1,Asfalt,1185,0.32,118.3768,8.937754
1,2,1,2,1,Buz,1185,0.384,123.4783,8.672082
1,2,1,2,2,Toprak,1210,0.07200002,98.6087,9.967234
1,2,1,2,2,Micir,1210,0.09600002,100.5217,9.867606
1,2,1,2,2,Asfalt,1210,0.12,102.4348,9.767979
1,2,1,2,2,Buz,1210,0.144,104.3478,9.668352
1,2,2,0,0,Toprak,960,0.48,131.1304,8.273574
1,2,2,0,0,Micir,960,0.64,143.8841,7.609393
1,2,2,0,0,Asfalt,960,0.8,156.6377,6.945213
1,2,2,0,0,Buz,960,0.96,169.3913,6.281033
1,2,2,0,1,Toprak,985,0.42,126.3478,8.522641
1,2,2,0,1,Micir,985,0.5600001,137.5072,7.941483
1,2,2,0,1,Asfalt,985,0.7,148.6667,7.360326
1,2,2,0,1,Buz,985,0.8400001,159.8261,6.779168
1,2,2,0,2,Toprak,1010,0.3,116.7826,9.020777
1,2,2,0,2,Micir,1010,0.4,124.7536,8.605663
1,2,2,0,2,Asfalt,1010,0.5,132.7246,8.190551
1,2,2,0,2,Buz,1010,0.6,140.6956,7.775438
1,2,2,1,0,Toprak,1010,0.39,123.9565,8.647175
1,2,2,1,0,Micir,1010,0.52,134.3188,8.107529
1,2,2,1,0,Asfalt,1010,0.65,144.6812,7.567882
1,2,2,1,0,Buz,1010,0.7800001,155.0435,7.028235
1,2,2,1,1,Toprak,1035,0.33,119.1739,8.896242
1,2,2,1,1,Micir,1035,0.44,127.942,8.439619
1,2,2,1,1,Asfalt,1035,0.55,136.7101,7.982995
1,2,2,1,1,Buz,1035,0.66,145.4783,7.526371
1,2,2,1,2,Toprak,1060,0.21,109.6087,9.394378
1,2,2,1,2,Micir,1060,0.28,115.1884,9.103799
1,2,2,1,2,Asfalt,1060,0.35,120.7681,8.81322
1,2,2,1,2,Buz,1060,0.42,126.3478,8.522641
1,2,2,2,0,Toprak,1060,0.3,116.7826,9.020777
1,2,2,2,0,Micir,1060,0.4,124.7536,8.605663
1,2,2,2,0,Asfalt,1060,0.5,132.7246,8.190551
1,2,2,2,0,Buz,1060,0.6,140.6956,7.775438
1,2,2,2,1,Toprak,1085,0.24,112,9.269844
1,2,2,2,1,Micir,1085,0.32,118.3768,8.937754
1,2,2,2,1,Asfalt,1085,0.4,124.7536,8.605663
1,2,2,2,1,Buz,1085,0.48,131.1304,8.273574
1,2,2,2,2,Toprak,1110,0.12,102.4348,9.76798
1,2,2,2,2,Micir,1110,0.16,105.6232,9.601934
1,2,2,2,2,Asfalt,1110,0.2,108.8116,9.435889
1,2,2,2,2,Buz,1110,0.24,112,9.269844
2,0,0,0,0,Toprak,660,0.6120001,141.6522,7.725625
2,0,0,0,0,Micir,660,0.8160001,157.9131,6.878795
2,0,0,0,0,Asfalt,660,1.02,174.1739,6.031965
2,0,0,0,0,Buz,660,1.224,190.4348,5.185134
2,0,0,0,1,Toprak,685,0.552,136.8696,7.974692
2,0,0,0,1,Micir,685,0.7360001,151.5362,7.210885
2,0,0,0,1,Asfalt,685,0.9200001,166.2029,6.447078
2,0,0,0,1,Buz,685,1.104,180.8696,5.68327
2,0,0,0,2,Toprak,710,0.432,127.3043,8.472828
2,0,0,0,2,Micir,710,0.576,138.7826,7.875065
2,0,0,0,2,Asfalt,710,0.72,150.2609,7.277303
2,0,0,0,2,Buz,710,0.8640001,161.7391,6.679541
2,0,0,1,0,Toprak,710,0.522,134.4783,8.099226
2,0,0,1,0,Micir,710,0.696,148.3478,7.37693
2,0,0,1,0,Asfalt,710,0.87,162.2174,6.654634
2,0,0,1,0,Buz,710,1.044,176.087,5.932338
2,0,0,1,1,Toprak,735,0.462,129.6956,8.348294
2,0,0,1,1,Micir,735,0.6160001,141.971,7.70902
2,0,0,1,1,Asfalt,735,0.77,154.2464,7.069746
2,0,0,1,1,Buz,735,0.9240001,166.5217,6.430473
2,0,0,1,2,Toprak,760,0.342,120.1304,8.846429
2,0,0,1,2,Micir,760,0.456,129.2174,8.3732
2,0,0,1,2,Asfalt,760,0.57,138.3043,7.899972
2,0,0,1,2,Buz,760,0.684,147.3913,7.426744
2,0,0,2,0,Toprak,760,0.432,127.3043,8.472828
2,0,0,2,0,Micir,760,0.576,138.7826,7.875066
2,0,0,2,0,Asfalt,760,0.72,150.2609,7.277303
2,0,0,2,0,Buz,760,0.864,161.7391,6.679541
2,0,0,2,1,Toprak,785,0.372,122.5217,8.721895
2,0,0,2,1,Micir,785,0.496,132.4058,8.207155
2,0,0,2,1,Asfalt,785,0.62,142.2899,7.692416
2,0,0,2,1,Buz,785,0.744,152.1739,7.177676
2,0,0,2,2,Toprak,810,0.252,112.9565,9.220031
2,0,0,2,2,Micir,810,0.336,119.6522,8.871336
2,0,0,2,2,Asfalt,810,0.42,126.3478,8.522641
2,0,0,2,2,Buz,810,0.504,133.0435,8.173946
2,0,1,0,0,Toprak,860,0.468,130.1739,8.323387
2,0,1,0,0,Micir,860,0.624,142.6087,7.675811
2,0,1,0,0,Asfalt,860,0.78,155.0435,7.028235
2,0,1,0,0,Buz,860,0.936,167.4783,6.38066
2,0,1,0,1,Toprak,885,0.4080001,125.3913,8.572454
2,0,1,0,1,Micir,885,0.5440001,136.2319,8.007901
2,0,1,0,1,Asfalt,885,0.6800001,147.0725,7.443348
2,0,1,0,1,Buz,885,0.8160001,157.9131,6.878795
2,0,1,0,2,Toprak,910,0.288,115.8261,9.07059
2,0,1,0,2,Micir,910,0.384,123.4783,8.672082
2,0,1,0,2,Asfalt,910,0.48,131.1304,8.273574
2,0,1,0,2,Buz,910,0.5760001,138.7826,7.875065
2,0,1,1,0,Toprak,910,0.378,123,8.696988
2,0,1,1,0,Micir,910,0.504,133.0435,8.173946
2,0,1,1,0,Asfalt,910,0.63,143.0869,7.650905
2,0,1,1,0,Buz,910,0.756,153.1304,7.127862
2,0,1,1,1,Toprak,935,0.318,118.2174,8.946056
2,0,1,1,1,Micir,935,0.424,126.6667,8.506037
2,0,1,1,1,Asfalt,935,0.53,135.1159,8.066017
2,0,1,1,1,Buz,935,0.636,143.5652,7.625998
2,0,1,1,2,Toprak,960,0.198,108.6522,9.444191
2,0,1,1,2,Micir,960,0.264,113.913,9.170217
2,0,1,1,2,Asfalt,960,0.33,119.1739,8.896242
2,0,1,1,2,Buz,960,0.396,124.4348,8.622268
2,0,1,2,0,Toprak,960,0.288,115.8261,9.07059
2,0,1,2,0,Micir,960,0.384,123.4783,8.672082
2,0,1,2,0,Asfalt,960,0.48,131.1304,8.273574
2,0,1,2,0,Buz,960,0.576,138.7826,7.875065
2,0,1,2,1,Toprak,985,0.228,111.0435,9.319657
2,0,1,2,1,Micir,985,0.304,117.1014,9.004172
2,0,1,2,1,Asfalt,985,0.38,123.1594,8.688686
2,0,1,2,1,Buz,985,0.456,129.2174,8.3732
2,0,1,2,2,Toprak,1010,0.108,101.4783,9.817793
2,0,1,2,2,Micir,1010,0.144,104.3478,9.668352
2,0,1,2,2,Asfalt,1010,0.18,107.2174,9.518911
2,0,1,2,2,Buz,1010,0.216,110.087,9.369471
2,0,2,0,0,Toprak,760,0.54,135.913,8.024506
2,0,2,0,0,Micir,760,0.72,150.2609,7.277303
2,0,2,0,0,Asfalt,760,0.9,164.6087,6.5301
2,0,2,0,0,Buz,760,1.08,178.9565,5.782897
2,0,2,0,1,Toprak,785,0.48,131.1304,8.273574
2,0,2,0,1,Micir,785,0.64,143.8841,7.609393
2,0,2,0,1,Asfalt,785,0.8000001,156.6377,6.945213
2,0,2,0,1,Buz,785,0.9600001,169.3913,6.281032
2,0,2,0,2,Toprak,810,0.36,121.5652,8.771708
2,0,2,0,2,Micir,810,0.48,131.1304,8.273574
2,0,2,0,2,Asfalt,810,0.6,140.6956,7.775438
2,0,2,0,2,Buz,810,0.72,150.2609,7.277303
2,0,2,1,0,Toprak,810,0.45,128.7391,8.398108
2,0,2,1,0,Micir,810,0.6,140.6956,7.775438
2,0,2,1,0,Asfalt,810,0.75,152.6522,7.15277
2,0,2,1,0,Buz,810,0.9,164.6087,6.5301
2,0,2,1,1,Toprak,835,0.39,123.9565,8.647175
2,0,2,1,1,Micir,835,0.52,134.3188,8.107529
2,0,2,1,1,Asfalt,835,0.65,144.6812,7.567882
2,0,2,1,1,Buz,835,0.7800001,155.0435,7.028235
2,0,2,1,2,Toprak,860,0.27,114.3913,9.14531
2,0,2,1,2,Micir,860,0.36,121.5652,8.771708
2,0,2,1,2,Asfalt,860,0.45,128.7391,8.398108
2,0,2,1,2,Buz,860,0.54,135.913,8.024506
2,0,2,2,0,Toprak,860,0.36,121.5652,8.771708
2,0,2,2,0,Micir,860,0.48,131.1304,8.273574
2,0,2,2,0,Asfalt,860,0.6,140.6956,7.775438
2,0,2,2,0,Buz,860,0.72,150.2609,7.277303
2,0,2,2,1,Toprak,885,0.3,116.7826,9.020777
2,0,2,2,1,Micir,885,0.4,124.7536,8.605663
2,0,2,2,1,Asfalt,885,0.5,132.7246,8.190551
2,0,2,2,1,Buz,885,0.6,140.6956,7.775438
2,0,2,2,2,Toprak,910,0.18,107.2174,9.518911
2,0,2,2,2,Micir,910,0.24,112,9.269844
2,0,2,2,2,Asfalt,910,0.3,116.7826,9.020777
2,0,2,2,2,Buz,910,0.36,121.5652,8.771708
2,1,0,0,0,Toprak,660,0.6420001,144.0435,7.601091
2,1,0,0,0,Micir,660,0.8560001,161.1014,6.71275
2,1,0,0,0,Asfalt,660,1.07,178.1594,5.824409
2,1,0,0,0,Buz,660,1.284,195.2174,4.936067
2,1,0,0,1,Toprak,685,0.582,139.2609,7.850159
2,1,0,0,1,Micir,685,0.776,154.7246,7.04484
2,1,0,0,1,Asfalt,685,0.97,170.1884,6.239522
2,1,0,0,1,Buz,685,1.164,185.6522,5.434203
2,1,0,0,2,Toprak,710,0.462,129.6956,8.348294
2,1,0,0,2,Micir,710,0.616,141.971,7.709021
2,1,0,0,2,Asfalt,710,0.77,154.2464,7.069747
2,1,0,0,2,Buz,710,0.924,166.5217,6.430473
2,1,0,1,0,Toprak,710,0.552,136.8696,7.974692
2,1,0,1,0,Micir,710,0.736,151.5362,7.210886
2,1,0,1,0,Asfalt,710,0.92,166.2029,6.447078
2,1,0,1,0,Buz,710,1.104,180.8696,5.68327
2,1,0,1,1,Toprak,735,0.492,132.087,8.22376
2,1,0,1,1,Micir,735,0.6560001,145.1594,7.542975
2,1,0,1,1,Asfalt,735,0.8200001,158.2319,6.86219
2,1,0,1,1,Buz,735,0.9840001,171.3044,6.181406
2,1,0,1,2,Toprak,760,0.372,122.5217,8.721895
2,1,0,1,2,Micir,760,0.496,132.4058,8.207155
2,1,0,1,2,Asfalt,760,0.62,142.2899,7.692416
2,1,0,1,2,Buz,760,0.744,152.1739,7.177676
2,1,0,2,0,Toprak,760,0.462,129.6956,8.348294
2,1,0,2,0,Micir,760,0.6160001,141.971,7.70902
2,1,0,2,0,Asfalt,760,0.77,154.2464,7.069746
2,1,0,2,0,Buz,760,0.9240001,166.5217,6.430473
2,1,0,2,1,Toprak,785,0.4020001,124.913,8.597362
2,1,0,2,1,Micir,785,0.5360001,135.5942,8.04111
2,1,0,2,1,Asfalt,785,0.6700001,146.2754,7.484859
2,1,0,2,1,Buz,785,0.8040001,156.9565,6.928608
2,1,0,2,2,Toprak,810,0.282,115.3478,9.095496
2,1,0,2,2,Micir,810,0.376,122.8406,8.705291
2,1,0,2,2,Asfalt,810,0.4700001,130.3333,8.315084
2,1,0,2,2,Buz,810,0.5640001,137.8261,7.924879
2,1,1,0,0,Toprak,860,0.498,132.5652,8.198853
2,1,1,0,0,Micir,860,0.664,145.7971,7.509767
2,1,1,0,0,Asfalt,860,0.83,159.029,6.820679
2,1,1,0,0,Buz,860,0.996,172.2609,6.131592
2,1,1,0,1,Toprak,885,0.438,127.7826,8.447921
2,1,1,0,1,Micir,885,0.5840001,139.4203,7.841856
2,1,1,0,1,Asfalt,885,0.73,151.058,7.235792
2,1,1,0,1,Buz,885,0.876,162.6956,6.629727
2,1,1,0,2,Toprak,910,0.318,118.2174,8.946056
2,1,1,0,2,Micir,910,0.424,126.6667,8.506037
2,1,1,0,2,Asfalt,910,0.53,135.1159,8.066017
2,1,1,0,2,Buz,910,0.636,143.5652,7.625998
2,1,1,1,0,Toprak,910,0.408,125.3913,8.572454
2,1,1,1,0,Micir,910,0.544,136.2319,8.007901
2,1,1,1,0,Asfalt,910,0.68,147.0725,7.443348
2,1,1,1,0,Buz,910,0.816,157.913,6.878795
2,1,1,1,1,Toprak,935,0.348,120.6087,8.821522
2,1,1,1,1,Micir,935,0.464,129.8551,8.339992
2,1,1,1,1,Asfalt,935,0.58,139.1014,7.858461
2,1,1,1,1,Buz,935,0.6960001,148.3478,7.37693
2,1,1,1,2,Toprak,960,0.228,111.0435,9.319657
2,1,1,1,2,Micir,960,0.304,117.1014,9.004171
2,1,1,1,2,Asfalt,960,0.38,123.1594,8.688686
2,1,1,1,2,Buz,960,0.4560001,129.2174,8.3732
2,1,1,2,0,Toprak,960,0.318,118.2174,8.946056
2,1,1,2,0,Micir,960,0.424,126.6667,8.506037
2,1,1,2,0,Asfalt,960,0.53,135.1159,8.066017
2,1,1,2,0,Buz,960,0.636,143.5652,7.625998
2,1,1,2,1,Toprak,985,0.258,113.4348,9.195124
2,1,1,2,1,Micir,985,0.344,120.2899,8.838127
2,1,1,2,1,Asfalt,985,0.43,127.1449,8.48113
2,1,1,2,1,Buz,985,0.516,134,8.124133
2,1,1,2,2,Toprak,1010,0.138,103.8696,9.693259
2,1,1,2,2,Micir,1010,0.184,107.5362,9.502307
2,1,1,2,2,Asfalt,1010,0.23,111.2029,9.311356
2,1,1,2,2,Buz,1010,0.276,114.8696,9.120403
2,1,2,0,0,Toprak,760,0.57,138.3043,7.899972
2,1,2,0,0,Micir,760,0.76,153.4493,7.111258
2,1,2,0,0,Asfalt,760,0.95,168.5942,6.322544
2,1,2,0,0,Buz,760,1.14,183.7391,5.53383
2,1,2,0,1,Toprak,785,0.5100001,133.5217,8.149039
2,1,2,0,1,Micir,785,0.68,147.0725,7.443348
2,1,2,0,1,Asfalt,785,0.85,160.6232,6.737657
2,1,2,0,1,Buz,785,1.02,174.1739,6.031965
2,1,2,0,2,Toprak,810,0.39,123.9565,8.647175
2,1,2,0,2,Micir,810,0.52,134.3188,8.107529
2,1,2,0,2,Asfalt,810,0.65,144.6812,7.567882
2,1,2,0,2,Buz,810,0.78,155.0435,7.028235
2,1,2,1,0,Toprak,810,0.48,131.1304,8.273574
2,1,2,1,0,Micir,810,0.64,143.8841,7.609393
2,1,2,1,0,Asfalt,810,0.8,156.6377,6.945213
2,1,2,1,0,Buz,810,0.96,169.3913,6.281033
2,1,2,1,1,Toprak,835,0.42,126.3478,8.522641
2,1,2,1,1,Micir,835,0.5600001,137.5072,7.941483
2,1,2,1,1,Asfalt,835,0.7,148.6667,7.360326
2,1,2,1,1,Buz,835,0.8400001,159.8261,6.779168
2,1,2,1,2,Toprak,860,0.3,116.7826,9.020777
2,1,2,1,2,Micir,860,0.4,124.7536,8.605663
2,1,2,1,2,Asfalt,860,0.5,132.7246,8.190551
2,1,2,1,2,Buz,860,0.6,140.6956,7.775438
2,1,2,2,0,Toprak,860,0.39,123.9565,8.647175
2,1,2,2,0,Micir,860,0.52,134.3188,8.107529
2,1,2,2,0,Asfalt,860,0.65,144.6812,7.567882
2,1,2,2,0,Buz,860,0.7800001,155.0435,7.028235
2,1,2,2,1,Toprak,885,0.33,119.1739,8.896242
2,1,2,2,1,Micir,885,0.44,127.942,8.439619
2,1,2,2,1,Asfalt,885,0.55,136.7101,7.982995
2,1,2,2,1,Buz,885,0.66,145.4783,7.526371
2,1,2,2,2,Toprak,910,0.21,109.6087,9.394378
2,1,2,2,2,Micir,910,0.28,115.1884,9.103799
2,1,2,2,2,Asfalt,910,0.35,120.7681,8.81322
2,1,2,2,2,Buz,910,0.42,126.3478,8.522641
2,2,0,0,0,Toprak,660,0.6720001,146.4348,7.476557
2,2,0,0,0,Micir,660,0.8960001,164.2899,6.546704
2,2,0,0,0,Asfalt,660,1.12,182.1449,5.616852
2,2,0,0,0,Buz,660,1.344,200,4.687
2,2,0,0,1,Toprak,685,0.6120001,141.6522,7.725625
2,2,0,0,1,Micir,685,0.8160001,157.9131,6.878795
2,2,0,0,1,Asfalt,685,1.02,174.1739,6.031965
2,2,0,0,1,Buz,685,1.224,190.4348,5.185134
2,2,0,0,2,Toprak,710,0.492,132.087,8.22376
2,2,0,0,2,Micir,710,0.6560001,145.1594,7.542975
2,2,0,0,2,Asfalt,710,0.8200001,158.2319,6.86219
2,2,0,0,2,Buz,710,0.9840001,171.3044,6.181406
2,2,0,1,0,Toprak,710,0.582,139.2609,7.850159
2,2,0,1,0,Micir,710,0.776,154.7246,7.04484
2,2,0,1,0,Asfalt,710,0.97,170.1884,6.239522
2,2,0,1,0,Buz,710,1.164,185.6522,5.434203
2,2,0,1,1,Toprak,735,0.5220001,134.4783,8.099226
2,2,0,1,1,Micir,735,0.696,148.3478,7.37693
